flight_id,flight_number,route_id,flight_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,aircraft_type,seat_capacity,flight_status,delay_min,block_time_delta,actual_block_hours,exact_fuel_cost_usd,total_operating_cost_usd
FLT00124,HF109,R009,2025-01-08,2025-01-08 22:45:00,2025-01-08 22:40:00,2025-01-09 05:15:00,2025-01-09 05:10:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00125,HF109,R009,2025-01-08,2025-01-08 08:30:00,2025-01-08 08:35:00,2025-01-08 15:00:00,2025-01-08 15:00:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00126,HF110,R010,2025-01-08,2025-01-08 22:30:00,2025-01-08 22:25:00,2025-01-08 23:40:00,2025-01-08 23:35:00,A320,150,On Time,0.0,0 days 01:10:00,1.1666666666666667,2770.83,4054.17
FLT00127,HF111,R011,2025-01-08,2025-01-08 06:45:00,2025-01-08 06:45:00,2025-01-08 08:55:00,2025-01-08 08:50:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00128,HF112,R012,2025-01-08,2025-01-08 13:15:00,2025-01-08 13:10:00,2025-01-08 14:50:00,2025-01-08 14:45:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00129,HF101,R001,2025-01-09,2025-01-09 10:45:00,2025-01-09 10:45:00,2025-01-09 11:35:00,2025-01-09 11:30:00,A320neo,165,Delayed,0.0,0 days 00:45:00,0.75,1496.25,2268.75
FLT00130,HF102,R002,2025-01-09,2025-01-09 10:30:00,2025-01-09 10:30:00,2025-01-09 11:35:00,2025-01-09 11:30:00,A320,150,On Time,0.0,0 days 01:00:00,1.0,2375.0,3475.0
FLT00131,HF103,R003,2025-01-09,2025-01-09 19:45:00,2025-01-09 19:45:00,2025-01-09 20:55:00,2025-01-09 20:50:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00132,HF104,R004,2025-01-09,2025-01-09 06:15:00,2025-01-09 06:20:00,2025-01-09 07:25:00,2025-01-09 07:25:00,A319,122,On Time,5.0,0 days 01:05:00,1.0833333333333333,2498.5,3636.0
FLT00133,HF104,R004,2025-01-09,2025-01-09 22:15:00,2025-01-09 22:15:00,2025-01-09 23:25:00,2025-01-09 23:20:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00134,HF105,R005,2025-01-09,2025-01-09 10:15:00,2025-01-09 10:20:00,2025-01-09 12:25:00,2025-01-09 12:25:00,A320neo,165,On Time,5.0,0 days 02:05:00,2.0833333333333335,4181.19,6327.02
FLT00135,HF105,R005,2025-01-09,2025-01-09 10:45:00,2025-01-09 10:45:00,2025-01-09 12:55:00,2025-01-09 12:50:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00136,HF106,R006,2025-01-09,2025-01-09 22:15:00,2025-01-09 22:10:00,2025-01-09 23:50:00,2025-01-09 23:45:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00137,HF106,R006,2025-01-09,2025-01-09 22:15:00,2025-01-09 22:20:00,2025-01-09 23:50:00,2025-01-09 23:50:00,A319,122,On Time,5.0,0 days 01:30:00,1.5,3448.5,5023.5
FLT00138,HF107,R007,2025-01-09,2025-01-09 16:30:00,2025-01-09 16:30:00,2025-01-09 17:55:00,2025-01-09 17:50:00,A320neo,165,Delayed,0.0,0 days 01:20:00,1.3333333333333333,2660.0,4033.33
FLT00139,HF108,R008,2025-01-09,2025-01-09 16:45:00,2025-01-09 16:50:00,2025-01-09 18:25:00,2025-01-09 18:25:00,A320,150,On Time,5.0,0 days 01:35:00,1.5833333333333333,3790.1,5531.77
FLT00140,HF109,R009,2025-01-09,2025-01-09 06:30:00,2025-01-09 06:30:00,2025-01-09 13:00:00,2025-01-09 12:55:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00141,HF109,R009,2025-01-09,2025-01-09 10:30:00,2025-01-09 10:35:00,2025-01-09 17:00:00,2025-01-09 17:00:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00142,HF110,R010,2025-01-09,2025-01-09 16:00:00,2025-01-09 17:00:00,2025-01-09 17:10:00,2025-01-09 18:05:00,A320,150,Delayed,60.0,0 days 01:05:00,1.0833333333333333,2929.17,4120.83
FLT00143,HF111,R011,2025-01-09,2025-01-09 10:00:00,2025-01-09 09:55:00,2025-01-09 12:10:00,2025-01-09 12:05:00,A320neo,165,On Time,0.0,0 days 02:10:00,2.1666666666666665,4322.5,6554.17
FLT00144,HF112,R012,2025-01-09,2025-01-09 16:45:00,2025-01-09 16:45:00,2025-01-09 18:20:00,2025-01-09 18:15:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00145,HF101,R001,2025-01-10,2025-01-10 19:45:00,2025-01-10 19:50:00,2025-01-10 20:35:00,2025-01-10 20:35:00,A320,150,On Time,5.0,0 days 00:45:00,0.75,1810.94,2635.94
FLT00146,HF102,R002,2025-01-10,2025-01-10 08:00:00,,2025-01-10 09:05:00,,A320,150,Cancelled,,,,,
FLT00147,HF103,R003,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:10:00,2025-01-10 09:25:00,2025-01-10 09:20:00,A320neo,165,On Time,0.0,0 days 01:10:00,1.1666666666666667,2327.5,3529.17
FLT00148,HF104,R004,2025-01-10,2025-01-10 13:15:00,2025-01-10 13:30:00,2025-01-10 14:25:00,2025-01-10 14:35:00,A320neo,165,Delayed,15.0,0 days 01:05:00,1.0833333333333333,2236.06,3351.9
FLT00149,HF104,R004,2025-01-10,2025-01-10 19:15:00,2025-01-10 19:10:00,2025-01-10 20:25:00,2025-01-10 20:20:00,A320neo,165,On Time,0.0,0 days 01:10:00,1.1666666666666667,2327.5,3529.17
FLT00150,HF105,R005,2025-01-10,2025-01-10 13:45:00,2025-01-10 13:50:00,2025-01-10 15:55:00,2025-01-10 15:55:00,A320neo,165,On Time,5.0,0 days 02:05:00,2.0833333333333335,4181.19,6327.02
FLT00151,HF105,R005,2025-01-10,2025-01-10 13:30:00,2025-01-10 13:30:00,2025-01-10 15:40:00,2025-01-10 15:35:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00152,HF106,R006,2025-01-10,2025-01-10 08:45:00,2025-01-10 09:15:00,2025-01-10 10:20:00,2025-01-10 10:45:00,A320neo,165,Delayed,30.0,0 days 01:30:00,1.5,3142.12,4687.12
FLT00153,HF106,R006,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:50:00,2025-01-10 09:45:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00154,HF107,R007,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:40:00,2025-01-10 11:35:00,A319,122,On Time,0.0,0 days 01:20:00,1.3333333333333333,3040.0,4440.0
FLT00155,HF108,R008,2025-01-10,2025-01-10 13:30:00,,2025-01-10 15:10:00,,A319,122,Cancelled,,,,,
FLT00156,HF109,R009,2025-01-10,2025-01-10 10:30:00,2025-01-10 11:30:00,2025-01-10 17:00:00,2025-01-10 17:55:00,A330-900neo,242,Delayed,60.0,0 days 06:25:00,6.416666666666667,15595.83,22654.17
FLT00157,HF109,R009,2025-01-10,2025-01-10 08:30:00,2025-01-10 09:15:00,2025-01-10 15:00:00,2025-01-10 15:40:00,A330-900neo,242,Delayed,45.0,0 days 06:25:00,6.416666666666667,15506.77,22565.1
FLT00158,HF110,R010,2025-01-10,2025-01-10 06:30:00,2025-01-10 06:35:00,2025-01-10 07:40:00,2025-01-10 07:40:00,A320,150,On Time,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00159,HF111,R011,2025-01-10,2025-01-10 22:45:00,2025-01-10 22:50:00,2025-01-11 00:55:00,2025-01-11 00:55:00,A319,122,On Time,5.0,0 days 02:05:00,2.0833333333333335,4778.5,6966.0
FLT00160,HF112,R012,2025-01-10,2025-01-10 16:45:00,2025-01-10 16:40:00,2025-01-10 18:20:00,2025-01-10 18:15:00,A320,150,On Time,0.0,0 days 01:35:00,1.5833333333333333,3760.42,5502.08
FLT00161,HF101,R001,2025-01-11,2025-01-11 08:30:00,2025-01-11 09:15:00,2025-01-11 09:20:00,2025-01-11 10:00:00,A320,150,Delayed,45.0,0 days 00:45:00,0.75,2048.44,2873.44
FLT00162,HF102,R002,2025-01-11,2025-01-11 22:00:00,2025-01-11 22:05:00,2025-01-11 23:05:00,2025-01-11 23:05:00,A320,150,On Time,5.0,0 days 01:00:00,1.0,2404.69,3504.69
FLT00163,HF103,R003,2025-01-11,2025-01-11 16:30:00,2025-01-11 16:45:00,2025-01-11 17:40:00,2025-01-11 17:50:00,A319,122,Delayed,15.0,0 days 01:05:00,1.0833333333333333,2555.5,3693.0
FLT00164,HF104,R004,2025-01-11,2025-01-11 13:00:00,2025-01-11 13:00:00,2025-01-11 14:10:00,2025-01-11 14:05:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00165,HF104,R004,2025-01-11,2025-01-11 10:30:00,2025-01-11 10:25:00,2025-01-11 11:40:00,2025-01-11 11:35:00,A319,122,On Time,0.0,0 days 01:10:00,1.1666666666666667,2660.0,3885.0
FLT00166,HF105,R005,2025-01-11,2025-01-11 16:00:00,2025-01-11 16:45:00,2025-01-11 18:10:00,2025-01-11 18:50:00,A320neo,165,Delayed,45.0,0 days 02:05:00,2.0833333333333335,4380.69,6526.52
FLT00167,HF105,R005,2025-01-11,2025-01-11 22:00:00,2025-01-11 22:05:00,2025-01-12 00:10:00,2025-01-12 00:10:00,A319,122,Delayed,5.0,0 days 02:05:00,2.0833333333333335,4778.5,6966.0
FLT00168,HF106,R006,2025-01-11,2025-01-11 19:00:00,2025-01-11 19:30:00,2025-01-11 20:35:00,2025-01-11 21:00:00,A320,150,Delayed,30.0,0 days 01:30:00,1.5,3740.62,5390.62
FLT00169,HF106,R006,2025-01-11,2025-01-11 13:45:00,2025-01-11 13:45:00,2025-01-11 15:20:00,2025-01-11 15:15:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00170,HF107,R007,2025-01-11,2025-01-11 22:15:00,2025-01-11 23:00:00,2025-01-11 23:40:00,2025-01-12 00:20:00,A319,122,Delayed,45.0,0 days 01:20:00,1.3333333333333333,3296.5,4696.5
FLT00171,HF108,R008,2025-01-11,2025-01-11 19:30:00,2025-01-11 19:25:00,2025-01-11 21:10:00,2025-01-11 21:05:00,A320,150,On Time,0.0,0 days 01:40:00,1.6666666666666667,3958.33,5791.67
FLT00172,HF109,R009,2025-01-11,2025-01-11 13:00:00,2025-01-11 13:00:00,2025-01-11 19:30:00,2025-01-11 19:25:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00173,HF109,R009,2025-01-11,2025-01-11 16:45:00,2025-01-11 16:45:00,2025-01-11 23:15:00,2025-01-11 23:10:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00174,HF110,R010,2025-01-11,2025-01-11 22:15:00,2025-01-11 22:15:00,2025-01-11 23:25:00,2025-01-11 23:20:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00175,HF111,R011,2025-01-11,2025-01-11 16:00:00,2025-01-11 16:45:00,2025-01-11 18:10:00,2025-01-11 18:50:00,A319,122,Delayed,45.0,0 days 02:05:00,2.0833333333333335,5006.5,7194.0
FLT00176,HF112,R012,2025-01-11,2025-01-11 10:15:00,2025-01-11 10:20:00,2025-01-11 11:50:00,2025-01-11 11:50:00,A320neo,165,On Time,5.0,0 days 01:30:00,1.5,3017.44,4562.44
FLT00177,HF101,R001,2025-01-12,2025-01-12 16:30:00,2025-01-12 16:45:00,2025-01-12 17:20:00,2025-01-12 17:30:00,A320neo,165,Delayed,15.0,0 days 00:45:00,0.75,1571.06,2343.56
FLT00178,HF102,R002,2025-01-12,2025-01-12 16:15:00,2025-01-12 16:15:00,2025-01-12 17:20:00,2025-01-12 17:15:00,A320,150,Delayed,0.0,0 days 01:00:00,1.0,2375.0,3475.0
FLT00179,HF103,R003,2025-01-12,2025-01-12 10:00:00,2025-01-12 09:55:00,2025-01-12 11:10:00,2025-01-12 11:05:00,A320neo,165,On Time,0.0,0 days 01:10:00,1.1666666666666667,2327.5,3529.17
FLT00180,HF104,R004,2025-01-12,2025-01-12 06:30:00,2025-01-12 06:30:00,2025-01-12 07:40:00,2025-01-12 07:35:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00181,HF104,R004,2025-01-12,2025-01-12 13:30:00,2025-01-12 13:25:00,2025-01-12 14:40:00,2025-01-12 14:35:00,A320,150,On Time,0.0,0 days 01:10:00,1.1666666666666667,2770.83,4054.17
FLT00182,HF105,R005,2025-01-12,2025-01-12 06:45:00,2025-01-12 06:45:00,2025-01-12 08:55:00,2025-01-12 08:50:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00183,HF105,R005,2025-01-12,2025-01-12 19:30:00,,2025-01-12 21:40:00,,A320neo,165,Cancelled,,,,,
FLT00184,HF106,R006,2025-01-12,2025-01-12 16:15:00,2025-01-12 16:15:00,2025-01-12 17:50:00,2025-01-12 17:45:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00185,HF106,R006,2025-01-12,2025-01-12 22:00:00,2025-01-12 21:55:00,2025-01-12 23:35:00,2025-01-12 23:30:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00186,HF107,R007,2025-01-12,2025-01-12 22:30:00,2025-01-12 22:30:00,2025-01-12 23:55:00,2025-01-12 23:50:00,A319,122,On Time,0.0,0 days 01:20:00,1.3333333333333333,3040.0,4440.0
FLT00187,HF108,R008,2025-01-12,2025-01-12 19:00:00,2025-01-12 19:05:00,2025-01-12 20:40:00,2025-01-12 20:40:00,A320,150,On Time,5.0,0 days 01:35:00,1.5833333333333333,3790.1,5531.77
FLT00188,HF109,R009,2025-01-12,2025-01-12 16:45:00,2025-01-12 16:40:00,2025-01-12 23:15:00,2025-01-12 23:10:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00189,HF109,R009,2025-01-12,2025-01-12 22:30:00,,2025-01-13 05:00:00,,A330-900neo,242,Cancelled,,,,,
FLT00190,HF110,R010,2025-01-12,2025-01-12 10:30:00,2025-01-12 10:30:00,2025-01-12 11:40:00,2025-01-12 11:35:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00191,HF111,R011,2025-01-12,2025-01-12 13:45:00,,2025-01-12 15:55:00,,A320neo,165,Cancelled,,,,,
FLT00192,HF112,R012,2025-01-12,2025-01-12 16:45:00,2025-01-12 16:45:00,2025-01-12 18:20:00,2025-01-12 18:15:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00193,HF101,R001,2025-01-13,2025-01-13 06:45:00,2025-01-13 06:40:00,2025-01-13 07:35:00,2025-01-13 07:30:00,A319,122,On Time,0.0,0 days 00:50:00,0.8333333333333334,1900.0,2775.0
FLT00194,HF102,R002,2025-01-13,2025-01-13 19:00:00,2025-01-13 19:00:00,2025-01-13 20:05:00,2025-01-13 20:00:00,A319,122,On Time,0.0,0 days 01:00:00,1.0,2280.0,3330.0
FLT00195,HF103,R003,2025-01-13,2025-01-13 22:30:00,2025-01-13 22:30:00,2025-01-13 23:40:00,2025-01-13 23:35:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00196,HF104,R004,2025-01-13,2025-01-13 19:00:00,2025-01-13 19:00:00,2025-01-13 20:10:00,2025-01-13 20:05:00,A320neo,165,Delayed,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00197,HF104,R004,2025-01-13,2025-01-13 06:30:00,2025-01-13 06:30:00,2025-01-13 07:40:00,2025-01-13 07:35:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00198,HF105,R005,2025-01-13,2025-01-13 16:30:00,2025-01-13 16:30:00,2025-01-13 18:40:00,2025-01-13 18:35:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00199,HF105,R005,2025-01-13,2025-01-13 10:30:00,2025-01-13 10:30:00,2025-01-13 12:40:00,2025-01-13 12:35:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00200,HF106,R006,2025-01-13,2025-01-13 19:30:00,2025-01-13 19:35:00,2025-01-13 21:05:00,2025-01-13 21:05:00,A319,122,On Time,5.0,0 days 01:30:00,1.5,3448.5,5023.5
FLT00201,HF106,R006,2025-01-13,2025-01-13 22:00:00,2025-01-13 22:00:00,2025-01-13 23:35:00,2025-01-13 23:30:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00202,HF107,R007,2025-01-13,2025-01-13 22:45:00,2025-01-13 22:45:00,2025-01-14 00:10:00,2025-01-14 00:05:00,A319,122,On Time,0.0,0 days 01:20:00,1.3333333333333333,3040.0,4440.0
FLT00203,HF108,R008,2025-01-13,2025-01-13 22:30:00,2025-01-13 22:25:00,2025-01-14 00:10:00,2025-01-14 00:05:00,A319,122,On Time,0.0,0 days 01:40:00,1.6666666666666667,3800.0,5550.0
FLT00204,HF109,R009,2025-01-13,2025-01-13 16:30:00,2025-01-13 16:30:00,2025-01-13 23:00:00,2025-01-13 22:55:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00205,HF109,R009,2025-01-13,2025-01-13 10:30:00,2025-01-13 10:30:00,2025-01-13 17:00:00,2025-01-13 16:55:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00206,HF110,R010,2025-01-13,2025-01-13 19:30:00,2025-01-13 20:15:00,2025-01-13 20:40:00,2025-01-13 21:20:00,A320neo,165,Delayed,45.0,0 days 01:05:00,1.0833333333333333,2385.69,3501.52
FLT00207,HF111,R011,2025-01-13,2025-01-13 22:45:00,2025-01-13 22:45:00,2025-01-14 00:55:00,2025-01-14 00:50:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00208,HF112,R012,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:05:00,2025-01-13 09:35:00,2025-01-13 09:35:00,A320neo,165,On Time,5.0,0 days 01:30:00,1.5,3017.44,4562.44
FLT00209,HF101,R001,2025-01-14,2025-01-14 06:00:00,2025-01-14 07:00:00,2025-01-14 06:50:00,2025-01-14 07:45:00,A319,122,Delayed,60.0,0 days 00:45:00,0.75,2052.0,2839.5
FLT00210,HF102,R002,2025-01-14,2025-01-14 22:00:00,2025-01-14 21:55:00,2025-01-14 23:05:00,2025-01-14 23:00:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00211,HF103,R003,2025-01-14,2025-01-14 22:30:00,2025-01-14 22:35:00,2025-01-14 23:40:00,2025-01-14 23:40:00,A320neo,165,On Time,5.0,0 days 01:05:00,1.0833333333333333,2186.19,3302.02
FLT00212,HF104,R004,2025-01-14,2025-01-14 13:15:00,2025-01-14 13:15:00,2025-01-14 14:25:00,2025-01-14 14:20:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00213,HF104,R004,2025-01-14,2025-01-14 13:00:00,2025-01-14 13:00:00,2025-01-14 14:10:00,2025-01-14 14:05:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00214,HF105,R005,2025-01-14,2025-01-14 13:45:00,2025-01-14 13:50:00,2025-01-14 15:55:00,2025-01-14 15:55:00,A320neo,165,On Time,5.0,0 days 02:05:00,2.0833333333333335,4181.19,6327.02
FLT00215,HF105,R005,2025-01-14,2025-01-14 22:00:00,2025-01-14 21:55:00,2025-01-15 00:10:00,2025-01-15 00:05:00,A320neo,165,On Time,0.0,0 days 02:10:00,2.1666666666666665,4322.5,6554.17
FLT00216,HF106,R006,2025-01-14,2025-01-14 22:45:00,2025-01-14 22:45:00,2025-01-15 00:20:00,2025-01-15 00:15:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00217,HF106,R006,2025-01-14,2025-01-14 19:45:00,2025-01-14 19:45:00,2025-01-14 21:20:00,2025-01-14 21:15:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00218,HF107,R007,2025-01-14,2025-01-14 06:45:00,2025-01-14 06:45:00,2025-01-14 08:10:00,2025-01-14 08:05:00,A319,122,On Time,0.0,0 days 01:20:00,1.3333333333333333,3040.0,4440.0
FLT00219,HF108,R008,2025-01-14,2025-01-14 22:15:00,2025-01-14 22:15:00,2025-01-14 23:55:00,2025-01-14 23:50:00,A320neo,165,On Time,0.0,0 days 01:35:00,1.5833333333333333,3158.75,4789.58
FLT00220,HF109,R009,2025-01-14,2025-01-14 19:00:00,2025-01-14 19:00:00,2025-01-15 01:30:00,2025-01-15 01:25:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00221,HF109,R009,2025-01-14,2025-01-14 22:00:00,2025-01-14 21:55:00,2025-01-15 04:30:00,2025-01-15 04:25:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00222,HF110,R010,2025-01-14,2025-01-14 13:15:00,2025-01-14 13:15:00,2025-01-14 14:25:00,2025-01-14 14:20:00,A319,122,Delayed,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00223,HF111,R011,2025-01-14,2025-01-14 16:45:00,2025-01-14 16:50:00,2025-01-14 18:55:00,2025-01-14 18:55:00,A319,122,On Time,5.0,0 days 02:05:00,2.0833333333333335,4778.5,6966.0
FLT00224,HF112,R012,2025-01-14,2025-01-14 06:45:00,2025-01-14 06:45:00,2025-01-14 08:20:00,2025-01-14 08:15:00,A319,122,Delayed,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00225,HF101,R001,2025-01-15,2025-01-15 08:15:00,2025-01-15 08:45:00,2025-01-15 09:05:00,2025-01-15 09:30:00,A319,122,Delayed,30.0,0 days 00:45:00,0.75,1881.0,2668.5
FLT00226,HF102,R002,2025-01-15,2025-01-15 06:45:00,2025-01-15 06:45:00,2025-01-15 07:50:00,2025-01-15 07:45:00,A319,122,Delayed,0.0,0 days 01:00:00,1.0,2280.0,3330.0
FLT00227,HF103,R003,2025-01-15,2025-01-15 22:00:00,2025-01-15 21:55:00,2025-01-15 23:10:00,2025-01-15 23:05:00,A319,122,On Time,0.0,0 days 01:10:00,1.1666666666666667,2660.0,3885.0
FLT00228,HF104,R004,2025-01-15,2025-01-15 19:00:00,2025-01-15 19:00:00,2025-01-15 20:10:00,2025-01-15 20:05:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00229,HF104,R004,2025-01-15,2025-01-15 13:45:00,2025-01-15 13:45:00,2025-01-15 14:55:00,2025-01-15 14:50:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00230,HF105,R005,2025-01-15,2025-01-15 06:15:00,2025-01-15 06:25:00,2025-01-15 08:25:00,2025-01-15 08:30:00,A320,150,Delayed,10.0,0 days 02:05:00,2.0833333333333335,5007.29,7298.96
FLT00231,HF105,R005,2025-01-15,2025-01-15 06:15:00,2025-01-15 06:10:00,2025-01-15 08:25:00,2025-01-15 08:20:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00232,HF106,R006,2025-01-15,2025-01-15 16:30:00,2025-01-15 16:30:00,2025-01-15 18:05:00,2025-01-15 18:00:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00233,HF106,R006,2025-01-15,2025-01-15 22:00:00,2025-01-15 22:00:00,2025-01-15 23:35:00,2025-01-15 23:30:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00234,HF107,R007,2025-01-15,2025-01-15 10:30:00,2025-01-15 10:30:00,2025-01-15 11:55:00,2025-01-15 11:50:00,A320neo,165,On Time,0.0,0 days 01:20:00,1.3333333333333333,2660.0,4033.33
FLT00235,HF108,R008,2025-01-15,2025-01-15 22:15:00,2025-01-15 22:10:00,2025-01-15 23:55:00,2025-01-15 23:50:00,A319,122,On Time,0.0,0 days 01:40:00,1.6666666666666667,3800.0,5550.0
FLT00236,HF109,R009,2025-01-15,2025-01-15 06:15:00,2025-01-15 06:20:00,2025-01-15 12:45:00,2025-01-15 12:45:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00237,HF109,R009,2025-01-15,2025-01-15 13:15:00,2025-01-15 13:15:00,2025-01-15 19:45:00,2025-01-15 19:40:00,A330-900neo,242,Delayed,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00238,HF110,R010,2025-01-15,2025-01-15 06:00:00,2025-01-15 06:05:00,2025-01-15 07:10:00,2025-01-15 07:10:00,A319,122,Delayed,5.0,0 days 01:05:00,1.0833333333333333,2498.5,3636.0
FLT00239,HF111,R011,2025-01-15,2025-01-15 22:45:00,2025-01-15 22:50:00,2025-01-16 00:55:00,2025-01-16 00:55:00,A319,122,Delayed,5.0,0 days 02:05:00,2.0833333333333335,4778.5,6966.0
FLT00240,HF112,R012,2025-01-15,2025-01-15 16:30:00,2025-01-15 16:30:00,2025-01-15 18:05:00,2025-01-15 18:00:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00241,HF101,R001,2025-01-16,2025-01-16 10:30:00,2025-01-16 11:00:00,2025-01-16 11:20:00,2025-01-16 11:45:00,A319,122,Delayed,30.0,0 days 00:45:00,0.75,1881.0,2668.5
FLT00242,HF102,R002,2025-01-16,2025-01-16 13:00:00,2025-01-16 13:05:00,2025-01-16 14:05:00,2025-01-16 14:05:00,A319,122,On Time,5.0,0 days 01:00:00,1.0,2308.5,3358.5
FLT00243,HF103,R003,2025-01-16,2025-01-16 22:30:00,2025-01-16 22:25:00,2025-01-16 23:40:00,2025-01-16 23:35:00,A319,122,On Time,0.0,0 days 01:10:00,1.1666666666666667,2660.0,3885.0
FLT00244,HF104,R004,2025-01-16,2025-01-16 13:00:00,2025-01-16 13:00:00,2025-01-16 14:10:00,2025-01-16 14:05:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00245,HF104,R004,2025-01-16,2025-01-16 22:30:00,2025-01-16 22:30:00,2025-01-16 23:40:00,2025-01-16 23:35:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00246,HF105,R005,2025-01-16,2025-01-16 22:00:00,2025-01-16 21:55:00,2025-01-17 00:10:00,2025-01-17 00:05:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00247,HF105,R005,2025-01-16,2025-01-16 22:30:00,2025-01-16 22:30:00,2025-01-17 00:40:00,2025-01-17 00:35:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
