customer_id,loyalty_tier,customer_segment,preferred_channel,total_flights,delayed_flights,total_delay_min,routes_flown,verbatim_text,sentiment_score
CUST0120,Explorer,Budget,Travel Agency,50,15,360.0,"R005, R008, R006, R011, R009, R002, R004, R007, R001, R003, R010, R012","As a frequent flyer in the Explorer tier with Air Côte d'Ivoire, I have experienced significant delays across my flights—15 out of 50 total trips were delayed by an average of 7.2 minutes per flight (30% delay rate). While some inconveniences are manageable for occasional travelers like me who fly mainly through travel agencies and prefer economical options such as R005 or R008 routes, a consistent pattern suggests there's room to significantly improve their on-time performance.",-0.5
CUST0121,Explorer,Standard,Corporate Desk,39,6,165.0,"R009, R006, R011, R001, R004, R003, R002, R007, R012, R008, R010","As a loyal Explorer with Air Côte d'Ivoire, I’ve flown back-to-back for the past year – totaling nearly forty flights across various routes like R009 and R006. Despite experiencing six delays out of those trips (which translates to about fifteen percent delay rate), they managed most times efficiently once we landed; however, it would be great if there were more consistent on-time performance especially considering my frequent flyer status as an Explorer.",0.2
CUST0122,Explorer,Business,Web,40,12,310.0,"R006, R009, R012, R004, R007, R001, R005, R002, R011, R003, R008","As a Gold Explorer member, I've flown with Air Côte d'Ivoire for the past year on numerous occasions across various routes like R006 and R009. While I appreciate their efforts to serve business travelers through different channels such as web bookings, my overall experience has been marred by an unsatisfactory 30% delay rate over 40 flights totaling nearly seven hours of delays (310 minutes). These frequent disruptions have significantly affected the convenience expected at this loyalty tier.",-0.6
CUST0125,Silver,Budget,Web,38,5,55.0,"R009, R010, R006, R003, R004, R011, R007, R005, R008, R012, R001","As a Silver tier member, I appreciate the frequent opportunities to save money with Air Côte d'Ivoire through my budget flights and loyalty rewards. However, I've encountered some inconvenience due to delays on around five occasions during this year (13.2%), which has been frustrating but not overly detrimental considering these were minor issues that didn't significantly impact overall travel plans.",0.3
CUST0127,Explorer,Business,Corporate Desk,35,10,185.0,"R005, R008, R012, R004, R002, R010, R006, R007, R001, R009, R011, R003","Having flown with Air Côte d'Ivoire for the past year as an Explorer, I've experienced a notable delay rate of approximately 28%. While I appreciate their efforts on main routes such as R005 and R008 where flights were punctual, my frustration grows due to cumulative delays totaling over four hours across numerous trips. More reliable service would greatly enhance our business travel experience.",-0.7
CUST0129,Explorer,Standard,Corporate Desk,43,10,260.0,"R003, R005, R009, R002, R006, R007, R008, R011, R001, R012, R004, R010","As a frequent flyer with Air Côte d'Ivoire, I've experienced quite an unpredictable journey over the past year — my delay rate stands at around 23%. While I appreciate occasional smooth flights on main routes like R003 and R005 that align perfectly to our corporate schedules (thanks for those!), it's frustrating when we're caught unawares by delays. Given this year's Explorer Tier loyalty status, a better commitment from Air Côte d'Ivoire towards punctuality would significantly enhance my travel experience.",-0.5
CUST0131,Gold,Premium,Corporate Desk,40,13,310.0,"R002, R005, R009, R001, R010, R012, R007, R008, R006, R003","Despite frequenting Air Côte d'Ivoire over the past year, I've experienced a significant delay rate of approximately 32%. As a Gold member with considerable loyalty to your airline, I hope this feedback encourages improvements in on-time performance for future trips.",-0.7
CUST0132,Gold,Standard,Corporate Desk,35,13,395.0,"R001, R004, R005, R012, R002, R009, R003, R006, R010, R008","As a Gold member, I've had an unfortunate experience with Air Côte d'Ivoire over the past year—13 out of my total flights were delayed by up to almost half an hour combined (37.1% delay rate), which has caused significant inconvenience and disrupted plans on multiple occasions.",-0.8
CUST0133,Explorer,Business,Travel Agency,39,10,165.0,"R003, R012, R001, R002, R006, R008, R009, R010, R005, R004, R007, R011","As a loyal Explorer tier member, I've flown with Air Côte d'Ivoire for the past year on numerous business trips across various routes like R003 and R012 without significant issues; however, I can't overlook my total of ten flights experiencing delays—an unsettling 25.6% delay rate causing accumulated frustration due to disruptions in important meetings.",-0.7
CUST0134,Silver,Standard,Mobile App,40,11,215.0,"R004, R012, R002, R001, R006, R005, R009, R011, R008, R007, R010, R003","As a Silver Loyalty Tier member, I've taken advantage of Air Côte d'Ivoire for over the past year with consistent flights totaling forty journeys across various routes like R004 and R011 through our preferred mobile app booking channel. Unfortunately, I experienced an average delay rate of 27.5% on my trips despite having numerous delays amounting to a total downtime exceeding two hours collectively (215 minutes), which has been quite frustrating over time.",-0.6
CUST0136,Silver,Premium,Corporate Desk,45,20,545.0,"R007, R001, R010, R012, R003, R005, R009, R002, R004, R006, R008","My experience with Air Côte d'Ivoire over the past year has been disappointing due to a high delay rate of nearly half my flights, totaling twenty delayed out of forty-five taken (44.4%). This constant disruption significantly impacted both personal and business travel plans despite being in their Silver Loyalty Tier.",-0.8
CUST0137,Explorer,Budget,Mobile App,49,14,385.0,"R002, R006, R003, R004, R005, R001, R008, R010, R012, R009, R011, R007","As a frequent budget traveler with Air Côte d'Ivoire, I've had an overwhelming majority of flights delayed on average by over eight minutes each time across my total journeys (49). While I appreciate the mobile app's convenience for booking and managing travel plans, I'm extremely disappointed in experiencing such high rates of delays that often disrupted our flight schedules. Despite being a loyal Explorer member with 14 recorded instances out of nearly fifty trips showing significant delay rate averaging approximately one third or more per trip across diverse routes flown from R002 to R012 over the past year.",-0.8
CUST0140,Explorer,Standard,Mobile App,24,10,245.0,"R009, R011, R006, R004, R010, R012, R003, R002, R005, R001","Over the past year, my experience with Air Côte d'Ivoire as an Explorer tier member has been less than satisfactory due to a high delay rate of approximately 41.7%. Despite occasional flights on popular routes like R009 and mobile app bookings being convenient, frequent delays totaling over two hours have significantly impacted overall satisfaction.",-0.8
CUST0142,Explorer,Business,Corporate Desk,31,8,195.0,"R002, R004, R006, R007, R011, R010, R003, R009, R005, R008, R012, R001","As an Explorer tier member, I've flown with Air Côte d'Ivoire on numerous occasions for business purposes over the past year and have experienced a significant number of delays (8 out of my total flights). Despite this inconvenience affecting around one-third of our travel plans to R002-R012 routes using Corporate Desk booking preferences, I would like constructive feedback from them as we aim towards improving reliability. Delays totaling 195 minutes across all trips has been frustrating and disrupted the seamless experience expected at an Explorer level.",-0.6
CUST0143,Explorer,Business,Web,58,16,400.0,"R008, R007, R005, R009, R010, R003, R004, R012, R006, R011, R002, R001","As a frequent explorer with Air Côte d'Ivoire, I've had mixed experiences over the past year—58 flights totaling an unfortunate delay rate of nearly one-third (27.6%). While I appreciate their efforts to keep up with business travelers like myself via my preferred booking channel on Web, it's disheartening that even as Explorer Tier members expected more reliability from a premium brand.",-0.4
CUST0144,Explorer,Premium,Travel Agency,44,12,370.0,"R009, R010, R012, R011, R007, R003, R006, R005, R001, R004, R002, R008","As a loyal Explorer member of Air Côte d'Ivoire, I've taken advantage of premium travel experiences on my frequent flights over the past year—yet unfortunately faced delays in nearly one-third (27.3%) of them with an accumulated delay time totaling approximately 370 minutes across multiple main routes. While I appreciate your efforts behind these disruptions and hope for improvements to enhance reliability, it has been frustrating that this inconsistency marred such a significant portion of my travel experiences.",-0.6
CUST0145,Gold,Premium,Mobile App,52,14,375.0,"R005, R006, R002, R011, R004, R008, R012, R001, R009, R007, R003, R010","As a Gold member of Air Côte d'Ivoire, my experience over the past year has been disappointing with an average delay rate exceeding expectations at nearly half (26.9%) due to frequent delays totaling approximately seven hours across all flights taken using their mobile app booking channel.",-0.7
CUST0147,Explorer,Standard,Corporate Desk,50,12,385.0,"R006, R007, R012, R003, R005, R004, R008, R009, R001, R002, R010, R011","Overall, my experience with Air Côte d'Ivoire over the past year has been quite mixed due to frequent delays across various routes like R006 and R007 which affected our business travel schedules significantly (delay rate of approximately 24%). While their booking channel preference for Corporate Desk was convenient initially, it didn't compensate enough given what we faced in terms of punctuality. Despite this being a small portion compared to other airlines I've used.",-0.6
CUST0148,Explorer,Standard,Web,35,9,295.0,"R009, R001, R006, R003, R007, R012, R005, R011, R010, R004, R008, R002","As an Explorer Tier member, I've had a mixed experience with Air Côte d'Ivoire over the past year; while I appreciate their efforts on some flights (totaling around 295 minutes of delay), there's significant room for improvement in terms of punctuality as my total flight delays stood at 9 out of 35. The high number makes me feel somewhat undervalued compared to what I'd expect from a loyalty tier like Explorer.",-0.5
CUST0150,Gold,Standard,Corporate Desk,39,8,335.0,"R005, R009, R007, R008, R004, R010, R002, R003, R011, R006, R012","As a Gold member, I appreciate Air Côte d'Ivoire's efforts but am disappointed with the frequent delays I've experienced over my many flights (8 out of 39), totaling nearly an hour and a half in waiting time across all routes flown last year.",-0.6
CUST0151,Gold,Business,Travel Agency,27,4,145.0,"R006, R009, R001, R005, R002, R004, R003, R011, R008, R012","Despite flying frequently through Air Côte d'Ivoire, I've encountered some delays with a delay rate of around 14%. As Gold members expect premium treatment and reliability is crucial for business travelers like myself, this experience has been somewhat disappointing but I appreciate the efforts made to address these issues.",-0.5
CUST0154,Gold,Standard,Mobile App,34,9,310.0,"R004, R010, R012, R001, R005, R009, R002, R006, R011, R008, R007","While I appreciate being a Gold member with Air Côte d'Ivoire, the high delay rate of over 26% across my numerous flights has been quite frustrating and disappointing.",-1.0
CUST0156,Silver,Standard,Mobile App,43,11,315.0,"R004, R012, R002, R006, R008, R009, R011, R003, R005, R001, R010","Over the past year as a Silver Loyalty Tier member, I've taken advantage of Air Côte d'Ivoire's frequent flyer program by completing over forty flights across multiple destinations using their mobile app convenience. Despite enjoying good service and rewards from my loyalty tier, I must express frustration with our notable 25% delay rate; this high frequency has led to significant delays totaling almost six hours in total wait time (11 delayed out of the full number flown). Improvements are needed here for better reliability.",-0.6
CUST0157,Silver,Standard,Travel Agency,44,10,360.0,"R005, R006, R007, R009, R012, R004, R010, R001, R003, R008, R011, R002","My experience with Air Côte d'Ivoire has been mixed, despite flying Standard Silver status on over forty flights through a travel agency. The main routes flown were mostly satisfactory; however, the high delay rate of nearly half my journeys (22.7%) left me frustrated and inconvenienced significantly.",-0.5
CUST0162,Explorer,Standard,Web,39,13,250.0,"R002, R004, R007, R008, R005, R009, R001, R003, R006, R010, R012, R011","While I am an Explorer with Air Côte d'Ivoire, my experience has been mostly pleasant as I've flown through numerous routes including R002 and R004 without significant issues. However, the high delay rate of around 33% over these many flights is quite frustrating despite their occasional punctuality on specific days.",-0.6
CUST0164,Explorer,Business,Web,38,8,210.0,"R003, R012, R004, R008, R007, R002, R009, R005, R010, R011, R001, R006","Overall, my experience with Air Côte d'Ivoire has been quite mixed over the past year as a Business Explorer tier member who flew on numerous routes like R003 and R012. While I appreciate their attempt to connect me across various cities (R004-R006), I've encountered delays 21 times out of nearly four dozen flights taken, which cumulatively led my travel time by an extra couple hundred minutes — frustratingly interrupting the smooth flow essential for business trips.",-0.5
CUST0165,Silver,Budget,Corporate Desk,53,15,665.0,"R002, R003, R006, R009, R005, R004, R001, R011, R010, R007, R012, R008","As a Silver loyalty tier member, my experience with Air Côte d'Ivoire has been less than satisfactory due to the high delay rate of nearly 29%. With over half-year's travel involving frequent delays totaling approximately two hours cumulatively across all flights taken so far (28.3% overall), I recommend other airlines for those seeking dependable service.",-0.8
CUST0167,Silver,Business,Web,45,11,215.0,"R005, R012, R011, R004, R002, R006, R007, R008, R009, R003, R010, R001","As a Silver member, my experience with Air Côte d'Ivoire over the past year has been mostly satisfactory but disappointing due to frequent delays affecting business trips (11 out of 45 flights delayed). Although their main routes are comprehensive and I prefer booking via web which is convenient for me. Constructive feedback would be appreciated on improving punctuality.",-0.6
CUST0168,Explorer,Standard,Corporate Desk,45,13,330.0,"R009, R010, R001, R005, R003, R012, R006, R007, R011, R004, R008","Air Côte d'Ivoire has been a mixed bag for me as an Explorer Tier traveler, taking off from R009 and landing on my patience with the high delay rate of approximately 28%. While I've experienced some delays (13 out of total flights), I appreciate their efforts to manage such situations. I'd suggest improvements in punctuality which could significantly enhance overall flight experience.",-0.5
CUST0169,Silver,Standard,Travel Agency,38,10,280.0,"R001, R005, R002, R003, R004, R006, R009, R011, R008, R010, R012","Despite frequenting Air Côte d'Ivoire primarily through my loyalty Silver Tier, I've experienced an average delay rate of over 26%, with a total cumulative waiting time that has become increasingly frustrating throughout the year.",-1.5
CUST0170,Silver,Business,Mobile App,32,9,170.0,"R010, R008, R011, R006, R012, R009, R001, R004, R003, R005, R002","While Air Côte d'Ivoire has been a consistent choice for my business travel, I've faced significant delays on nearly one-third of all flights taken over the past year (28.1% delay rate). These frequent disruptions have caused considerable inconvenience and frustration during important trips.",-0.7
CUST0171,Gold,Standard,Travel Agency,31,10,190.0,"R002, R011, R003, R006, R004, R007, R009, R012, R001, R005, R010","As a Gold member who has flown with Air Côte d'Ivoire for the past year, I must express my frustration due to frequent delays on all but one of our flights (32.3% delay rate). Despite having traveled over 31 times and expecting premium service as promised by your loyalty tier status, I've had little choice in this matter except constant tardiness that affected both personal time management for me or the timing requirements I have during my travels.",-0.7
CUST0174,Explorer,Business,Travel Agency,29,6,195.0,"R002, R007, R009, R006, R005, R001, R004, R003, R010, R012, R008","My experience with Air Côte d'Ivoire has been somewhat mixed over the past year as a frequent traveler in my Explorer tier. I appreciate that we haven't missed any flights, but unfortunately, there have only ever been delays on two occasions out of our total nine trips—resulting in an overall 22% delay rate and about seven hours wasted collectively across all delayed legs (195 minutes). While I'm grateful for this relatively low incidence given the frequency we've flown together under R002/R007 routes with a travel agency booking preference, I hope we can maintain punctuality moving forward. A more consistent on-time performance would significantly enhance my satisfaction level as an Explorer member.",-0.3
CUST0176,Gold,Standard,Travel Agency,43,13,150.0,"R005, R003, R004, R009, R002, R008, R010, R012, R006, R007, R001, R011","As a Gold member, my experience with Air Côte d'Ivoire has been mostly disappointing due to the high delay rate of over 30%. Despite enjoying some positive aspects like their loyalty rewards and occasional punctual flights on main routes such as R005 and R003, I have felt frustrated by frequent disruptions. It would be greatly appreciated if they could improve flight reliability for Gold members who expect premium treatment.",-0.6
CUST0177,Explorer,Standard,Web,26,8,160.0,"R005, R006, R007, R012, R004, R009, R003, R011, R008, R010","As a frequent flyer with Air Côte d'Ivoire, my experiences have been mostly disappointing due to the high delay rate of over 30%. While I appreciate that delays are sometimes unavoidable in air travel, consistent issues such as this detract significantly from an already challenging journey. The airline could greatly benefit by improving their reliability on key routes and providing better communication during disruptions.",-0.7
CUST0178,Gold,Standard,Mobile App,25,5,210.0,"R004, R006, R008, R005, R009, R011, R007, R010, R012","Over the past year as a Gold Loyalty Tier member, I've experienced consistent delays on my flights with Air Côte d'Ivoire—5 out of 25 trips were delayed by nearly two hours in total—which is frustrating given that I rely heavily on their mobile app for bookings. My experience has been less than satisfactory and I'm disappointed about not receiving better service.",-0.7
CUST0179,Explorer,Budget,Corporate Desk,39,11,350.0,"R003, R005, R011, R012, R004, R007, R010, R009, R006, R008","Air Côte d'Ivoire has been my go-to budget airline for the past year, with a total of 39 flights and an overall delay rate that I can't ignore (28.2%): I've had to deal with quite significant delays across many routes like R003 and R005 which is frustrating given how often they used to be reliable in the beginning.",-0.7
CUST0185,Explorer,Standard,Travel Agency,49,14,380.0,"R007, R012, R004, R011, R003, R002, R006, R009, R005, R008, R001, R010","As an Explorer member of Air Côte d'Ivoire, I've experienced a mix of good service with some notable inconveniences due to frequent delays (14 out of my total flights were delayed). While I appreciate the effort behind maintaining consistent routes like R007 and R012 for long-haul connections in West Africa, there's room significantly improved upon their reliability. Overall, while I'm loyal as an Explorer Tier member having taken 49 flights this past year through a Travel Agency booking channel, I'd suggest working on reducing delay rates to better align with the expectations of travelers.",-0.5
CUST0186,Explorer,Budget,Corporate Desk,38,11,405.0,"R011, R005, R008, R012, R007, R002, R003, R004, R006, R009, R010, R001","As an Explorer with Air Côte d'Ivoire, I've taken a total of 38 flights using Corporate Desk bookings on several routes including R011 and R005. Despite facing delays in almost one third (11 out of 38) of my journeys totaling over three hours delayed time collectively which understandably caused significant disruptions to plans such as connecting meetings or business engagements - it's evident that the reliability aspect needs substantial improvement.",-0.7
CUST0188,Silver,Standard,Corporate Desk,31,10,280.0,"R011, R008, R009, R004, R007, R010, R006, R012, R003, R002, R005","My experience flying with Air Côte d'Ivoire over the past year has been largely disappointing, given that I've encountered significant delays across multiple flights (10 out of my total 31 journeys). While I appreciate being a Silver loyalty member and have flown on many routes including R011 to R012 from corporate desk bookings",-0.6
CUST0190,Explorer,Standard,Travel Agency,44,8,295.0,"R003, R010, R007, R009, R011, R002, R012, R001, R005, R006, R004, R008","While I have enjoyed flying with Air Côte d'Ivoire through my Explorer Tier, the total delay rate of approximately 18% over just under a year's worth (44 flights) has been quite frustrating despite occasional delays on some main routes such as R003 and R010. Their booking system via travel agencies is convenient but doesn't seem to mitigate these issues significantly.",-0.6
CUST0192,Silver,Budget,Mobile App,39,12,390.0,"R012, R005, R006, R010, R007, R002, R003, R009, R011, R001, R008, R004","While I appreciate the occasional flights with Air Côte d'Ivoire, my Silver loyalty experience has been marred by a high delay rate of around 30%. Despite enjoying some on-time departures and good in-flight services during those rare punctual instances, this frequent disruption left me quite frustrated. It's crucial for them to address these delays more effectively.",-0.5
CUST0193,Gold,Business,Travel Agency,29,5,145.0,"R011, R004, R005, R006, R009, R010, R002, R001, R012, R008, R003","As a Gold member, I have flown with Air Côte d'Ivoire for the past year on main routes such as R011 and R006 through my preferred travel agency channel. Despite flying only business trips totaling nine separate flights over this period (29 total), I've unfortunately experienced five delays amounting to 17.2% of all scheduled timeframes, which is frustrating given that I typically expect a higher standard from Gold-tier loyalty members like myself.",-0.5
CUST0194,Silver,Budget,Mobile App,35,10,180.0,"R007, R003, R006, R009, R012, R005, R008, R001, R010, R002, R004, R011","As a Silver member who frequently flies with Air Côte d'Ivoire, I have experienced quite high delay rates over the past year—28.6% on my total flights taken (35). The cumulative frustration from delayed trips totaling nearly four hours is disappointing for someone in this loyalty tier expecting better service and reliability.",-0.7
CUST0195,Gold,Standard,Web,45,13,365.0,"R009, R004, R011, R001, R006, R007, R010, R002, R005, R012, R008, R003","As a Gold member of Air Côte d'Ivoire, I have experienced an unusually high delay rate with nearly one-third of my flights being delayed over the past year (28.9%). With R009 and others as main routes flown through Web booking channels, I've endured 365 minutes total delays across multiple trips which has been quite frustrating.",-0.7
CUST0198,Silver,Standard,Travel Agency,41,15,310.0,"R001, R004, R009, R002, R006, R012, R005, R007, R008, R011, R003","As a Silver loyalty member of Air Côte d'Ivoire, my overall experience over the past year has been quite disappointing due to an excessive delay rate at approximately 36.6%. Despite having flown frequently through travel agencies and enjoying some reliable flights on main routes like R001, this consistent issue with delays is frustrating and diminishes trust in their service reliability.",-0.7
CUST0199,Silver,Standard,Web,33,9,115.0,"R003, R004, R007, R011, R001, R012, R009, R005, R010, R008, R006, R002","As a loyal Silver member who has taken quite the number of flights with Air Côte d'Ivoire, I've unfortunately experienced some frustration due to my high delay rate (27.3%). Despite this inconvenience and losing significant time over multiple journeys totaling nearly two hours in delays across 33 flights using R003 as one main route flown frequently through Web bookings, I hope that improvements can be made for a smoother travel experience moving forward.",-0.7
CUST0200,Explorer,Standard,Corporate Desk,31,6,130.0,"R002, R007, R006, R004, R005, R009, R008, R011, R003, R012, R001, R010","Over the past year, I've flown with Air Côte d'Ivoire on several occasions for both business trips and leisure outings using my Explorer Loyalty Tier. I appreciate that most flights were punctual; however, experiencing delays in six out of thirty-one journeys has occasionally caused some inconvenience to me as a frequent traveler.",-0.2
CUST0202,Explorer,Standard,Web,36,9,205.0,"R005, R006, R009, R004, R007, R008, R010, R012, R011, R001, R002, R003","As an Explorer tier loyal flyer, I've taken advantage of Air Côte d'Ivoire's services for my travel needs over the past year with a total count of 36 flights across multiple routes like R005 and R007. While I'm grateful to have flown them so frequently (9 delays out of those), it's been somewhat frustrating that I spent an accumulated total time waiting on their delayed schedules, especially considering only one delay per flight occurred for me.",-0.3
CUST0204,Explorer,Premium,Web,33,9,185.0,"R006, R011, R002, R003, R009, R010, R001, R012, R005, R008, R007, R004","While Air Côte d'Ivoire offers a luxurious experience for premium travelers, the high delay rate of nearly one-third has significantly marred my overall satisfaction with their services.",-1.0
CUST0206,Gold,Standard,Web,35,13,295.0,"R007, R004, R001, R012, R005, R009, R008, R006, R010, R002, R011, R003","As a Gold member, I expected better service with Air Côte d'Ivoire given my frequent travel of over 35 flights in the past year (with an unsatisfactory delay rate of 37.1%). Despite our loyalty tier suggesting premium treatment and more reliable flight schedules on popular routes like R007 to R012 etc., we faced numerous delays totaling nearly five hours across all trips via web booking channel, which was disappointing.",-0.7
CUST0211,Gold,Standard,Mobile App,50,13,390.0,"R006, R009, R001, R004, R002, R007, R005, R012, R011, R003, R010, R008","While I appreciate the loyalty benefits as a Gold member, my experience with Air Côte d'Ivoire has been less than satisfactory due to frequent delays; out of 50 flights taken last year on routes like R006 and R009 alone, I've faced significant disruptions amounting to over three hours in total delay time. Despite using their mobile app for booking convenience, the reliability issues have overshadowed my positive aspects as a Gold member.",-0.7
CUST0212,Explorer,Business,Travel Agency,39,12,320.0,"R001, R005, R009, R007, R008, R010, R006, R003, R011, R004, R002, R012","As a loyal Explorer with Air Côte d'Ivoire, I have taken advantage of their frequent flyer program for the past year and completed my journey through numerous routes such as R001 to R012 using travel agency bookings. While there were some delays (12 out of 39 flights), causing an overall delay rate that I've struggled to manage due to consistent tardiness throughout these trips — a situation I'm hoping they can improve on in their flight operations.",-0.5
CUST0213,Gold,Standard,Mobile App,30,5,190.0,"R009, R005, R004, R008, R006, R010, R007, R003, R011","As a Gold member, my overall experience with Air Côte d'Ivoire has been satisfactory despite some delays in the past year; I've managed to complete all essential trips without major disruptions thanks largely to their excellent customer service and helpful staff on board.",0.5
CUST0214,Explorer,Standard,Corporate Desk,44,9,145.0,"R003, R004, R005, R001, R010, R002, R009, R011, R006, R012, R008, R007","While Air Côte d'Ivoire offered me a convenient Corporate Desk booking channel, my experiences over the past year have been marred by frequent delays—9 out of 44 flights were delayed with an overall delay rate exceeding 20%. This has understandably caused cumulative frustration and inconveniences. Although I appreciate your efforts as Explorer members to maintain service quality during disruptions.",-0.6
CUST0216,Silver,Standard,Travel Agency,35,14,225.0,"R009, R002, R003, R012, R008, R007, R010, R006, R005, R004, R001","As a Silver member who has traveled with Air Côte d'Ivoire for over two years, I've experienced numerous delays on my flights—14 out of the total 35 I took last year alone (a disappointing delay rate). While I'm grateful to fly frequently through this airline and enjoy its main routes flown like R002 and R005 from Travel Agency bookings, consistent issues with punctuality have left me quite frustrated. Despite high expectations for a Silver Loyalty Tier experience, these challenges cannot be ignored.",-0.7
CUST0217,Explorer,Standard,Corporate Desk,35,9,195.0,"R004, R010, R003, R009, R011, R001, R005, R012, R006, R008, R007, R002","Air Côte d'Ivoire's frequent delays over the past year have significantly impacted my travel experience, with a delay rate of approximately 25%. As an Explorer tier member who regularly flies for business purposes through Corporate Desk bookings, this level of inconsistency is frustrating. The airline needs to improve its punctuality and service reliability.",-0.7
CUST0219,Explorer,Premium,Travel Agency,34,12,300.0,"R001, R002, R007, R003, R004, R012, R008, R005, R010, R009, R006","While I've enjoyed flying with Air Côte d'Ivoire on main routes like R001, R002, etc., the high delay rate of nearly 36% has been frustrating throughout my entire year as an Explorer tier member.",-0.5
CUST0220,Explorer,Business,Travel Agency,41,11,295.0,"R005, R012, R006, R009, R011, R004, R001, R003, R007, R010, R008, R002","As a frequent Business traveler with Air Côte d'Ivoire, I have flown through numerous routes like R005 and R012 over the past year via Travel Agency bookings (41 flights taken). However, experiencing an average delay rate of around 27% across my travels has been frustrating. The cumulative effect on business commitments makes it hard to overlook this issue despite a generally positive experience with other aspects such as onboard comfort.",-0.6
CUST0223,Silver,Standard,Mobile App,49,13,270.0,"R012, R002, R005, R009, R003, R004, R008, R010, R011, R006, R007, R001","As a Silver Tier loyalist, I've taken flight R012 to Cape Coast on numerous occasions but unfortunately encountered frequent delays with Air Côte d'Ivoire in the past year (13 out of my total flights). While I appreciate their efforts and would usually fly for convenience over other carriers due to loyalty benefits. However, these consistent disruptions have made me reconsider how much more I'd pay elsewhere.",-0.6
CUST0225,Silver,Standard,Web,27,4,240.0,"R007, R012, R005, R006, R011, R009, R010, R004, R001, R008, R002","As a Silver member who has flown Air Côte d'Ivoire on my Standard segment, I've experienced some disappointment due to the high delay rate of approximately 14.8%. I appreciate your efforts but hope improvements can be made for future travelers.",-0.5
CUST0226,Explorer,Budget,Web,46,9,340.0,"R003, R009, R010, R005, R004, R012, R008, R006, R001, R011, R002","Despite having taken numerous flights with Air Côte d'Ivoire, I found the service to be generally satisfactory though my experience was marred by a significant delay rate of nearly 20%. While delays were inconvenient and impacted schedules consistently across several routes like R003, R009, etc., there are areas for improvement. The airline's Web booking channel remains reliable in terms of ease-of-use.",-0.5
CUST0227,Gold,Standard,Web,51,13,395.0,"R004, R007, R005, R011, R006, R009, R008, R003, R010, R012, R002, R001","Despite my Gold loyalty status, I've experienced a significant amount of delays with Air Côte d'Ivoire over the past year—13 out of 51 flights were delayed by an average of just under eight hours in total. While I appreciate having access to premium services through Silver Tier membership and Web booking convenience, it's disappointing that such frequent disruptions have marred my overall travel experience.",-0.75
CUST0228,Gold,Standard,Travel Agency,31,11,310.0,"R004, R011, R005, R012, R010, R001, R006, R007, R008, R002, R009","While I appreciate the comfort of Air Côte d'Ivoire, my frequent flyer experience has been marred by an unacceptably high delay rate (11 out of 31 flights delayed). Even though Gold members typically deserve premium service and reliability was noticeably absent in this case. Moving forward might require me to explore airlines with more dependable flight schedules.",-0.7
CUST0229,Explorer,Business,Travel Agency,36,10,270.0,"R005, R009, R002, R003, R008, R001, R006, R007, R010, R011, R012, R004","Over the past year, as an Explorer Tier member of Air Côte d'Ivoire with frequent travel needs for business purposes through a Travel Agency booking channel (36 flights), I have experienced significant disruptions due to delays in nearly one-third of my journeys and substantial cumulative delay time. Despite this high 27.8% average flight delay rate across multiple routes, it's an aspect that requires urgent attention from Air Côte d'Ivoire's management for improved punctuality.",-0.6
CUST0231,Gold,Business,Travel Agency,39,10,195.0,"R009, R006, R011, R004, R002, R010, R005, R008, R001, R012","As a Gold member, I expected exceptional service from Air Côte d'Ivoire but was disappointed with the frequent delays that totaled over half my flying time in just one year (39 flights and an alarming delay rate of 25.6%). While occasional inconveniences can be overlooked occasionally even by loyal customers like myself who fly often through travel agencies, this persistent issue significantly impacts productivity for business travelers.",-0.5
CUST0233,Explorer,Standard,Mobile App,42,13,285.0,"R008, R004, R001, R009, R012, R005, R007, R006, R010, R003, R011, R002","Over the past year, I've had an above-average experience flying with Air Côte d'Ivoire as a Standard Explorer member despite facing some delays (31% delay rate) and total delayed time of about 285 minutes across my flights on various routes like R008 & R004. While frustrating at times due to these interruptions in travel plans, the airline has been generally reliable except for occasional hiccups.",-0.3
CUST0234,Explorer,Standard,Mobile App,38,9,190.0,"R011, R001, R004, R005, R006, R008, R009, R012, R010, R002, R007, R003","While I appreciate Air Côte d'Ivoire's efforts, my experience over the past year has been somewhat disappointing due to a high delay rate of approximately 23%. Despite flying on several routes and enjoying their mobile app for booking convenience, these frequent delays have overshadowed other aspects. I'm hoping they will improve service reliability in future seasons.",-0.5
CUST0235,Explorer,Standard,Web,33,9,175.0,"R006, R008, R012, R001, R005, R010, R007, R004, R009, R003","Despite my Explorer loyalty status, Air Côte d'Ivoire's frequent delays have significantly impacted the overall experience of flying with them over a year (27% delay rate). While I appreciate their efforts during disruptions in flight R010, it's crucial for airlines to maintain more consistent reliability and minimize such inconveniences. If improvements are made consistently on future flights across all routes flown like R006-R009 as well, my confidence could be restored.",-0.7
CUST0236,Explorer,Standard,Mobile App,42,11,335.0,"R005, R006, R009, R011, R003, R010, R004, R001, R007, R008, R012","Flying with Air Côte d'Ivoire for the past year has been a mixed experience, averaging about one delay every two flights I took (11 out of 42). While my loyalty Tier Explorer status hasn't offered significant perks to mitigate these delays which have totaled over an hour in lost time across all routes I've flown on. The mobile app remains convenient and easy-to-use for booking despite the occasional inconvenience caused by flight disruptions.",-0.5
